Symbol,Name,Country,Sector,Industry
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
FMBH,First Mid Bancshares Inc. Common Stock,United States,Finance,Major Banks
FMNB,Farmers National Banc Corp. Common Stock,United States,Finance,Major Banks
FNLC,First Bancorp Inc  (ME) Common Stock,United States,Finance,Major Banks
FOLD,Amicus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Israel,Technology,EDP Services
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,United States,Consumer Discretionary,Consumer Specialties
FOX,Fox Corporation Class B Common Stock,United States,Industrials,Broadcasting
FOXA,Fox Corporation Class A Common Stock,United States,Industrials,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,United States,Consumer Discretionary,Motor Vehicles
FRBA,First Bank Common Stock,United States,Finance,Commercial Banks
FRHC,Freedom Holding Corp. Common Stock,Kazakhstan,Finance,Investment Bankers/Brokers/Service
FRME,First Merchants Corporation Common Stock,United States,Finance,Major Banks
FRMEP,First Merchants Corporation Depository Shares,United States,Finance,Major Banks
FROG,JFrog Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
FRPH,FRP Holdings Inc. Common Stock,United States,Finance,Real Estate
FRPT,Freshpet Inc. Common Stock,United States,Consumer Staples,Packaged Foods
FRSH,Freshworks Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
FSBC,Five Star Bancorp Common Stock,United States,Finance,Major Banks
FSBW,FS Bancorp Inc. Common Stock,United States,Finance,Banks
FSLR,First Solar Inc. Common Stock,United States,Technology,Semiconductors
FSUN,FirstSun Capital Bancorp Common Stock,United States,Finance,Major Banks
FSV,FirstService Corporation Common Shares,Canada,Finance,Real Estate
FTAI,FTAI Aviation Ltd. Common Stock,United States,Industrials,Misc Corporate Leasing Services
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,United States,Industrials,Misc Corporate Leasing Services
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,United States,Industrials,Misc Corporate Leasing Services
FTDR,Frontdoor Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
FTNT,Fortinet Inc. Common Stock,United States,Technology,Computer peripheral equipment
FTRE,Fortrea Holdings Inc. Common Stock,United States,Health Care,Medical Specialities
FUFU,BitFuFu Inc. Class A Ordinary Shares,Singapore,Finance,Finance: Consumer Services
FULC,Fulcrum Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FULT,Fulton Financial Corporation Common Stock,United States,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
FUTU,Futu Holdings Limited American Depositary Shares,Hong Kong,Finance,Investment Bankers/Brokers/Service
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,United States,Industrials,Broadcasting
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,United States,Industrials,Broadcasting
FWRD,Forward Air Corporation Common Stock,United States,Industrials,Integrated Freight & Logistics
FWRG,First Watch Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
FYBR,Frontier Communications Parent Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
GABC,German American Bancorp Inc. Common Stock,United States,Finance,Major Banks
GAIN,Gladstone Investment Corporation Business Development Company,United States,Finance,Finance: Consumer Services
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,United States,Finance,Finance: Consumer Services
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,United States,Finance,Finance: Consumer Services
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,United States,Finance,Finance: Consumer Services
GBDC,Golub Capital BDC Inc. Common Stock,United States,Finance,Finance: Consumer Services
GBFH,GBank Financial Holdings Inc. Common Stock,United States,Finance,Commercial Banks
GCBC,Greene County Bancorp Inc. Common Stock,United States,Finance,Banks
GCL,GCL Global Holdings Ltd Ordinary Shares,Singapore,Technology,Computer Software: Prepackaged Software
GCMG,GCM Grosvenor Inc. Class A Common Stock,United States,Finance,Investment Managers
GCT,GigaCloud Technology Inc Class A Ordinary Shares,United States,Consumer Discretionary,Catalog/Specialty Distribution
GDEN,Golden Entertainment Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
GDEV,GDEV Inc. Ordinary Shares,Cyprus,Technology,EDP Services
GDRX,GoodRx Holdings Inc. Class A Common Stock,United States,Technology,EDP Services
GDS,GDS Holdings Limited ADS,China,Technology,Computer Software: Programming Data Processing
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,United States,Technology,Computer Software: Prepackaged Software
GEHC,GE HealthCare Technologies Inc. Common Stock ,United States,Health Care,Medical Electronics
GEMI,Gemini Space Station Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GEN,Gen Digital Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GENVR,Gen Digital Inc. Contingent Value Rights,United States,Technology,Computer Software: Prepackaged Software
GERN,Geron Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GEVO,Gevo Inc. Common Stock,United States,Industrials,Major Chemicals
GFS,GlobalFoundries Inc. Ordinary Shares,United States,Technology,Semiconductors
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Argentina,Finance,Commercial Banks
GH,Guardant Health Inc. Common Stock,United States,Health Care,Medical Specialities
GHRS,GH Research PLC Ordinary Shares,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
GIII,G-III Apparel Group LTD. Common Stock,United States,Consumer Discretionary,Apparel
GILD,Gilead Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Israel,Technology,Radio And Television Broadcasting And Communications Equipment
GLAD,Gladstone Capital Corporation Common Stock,United States,Consumer Discretionary,Textiles
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,United States,,
GLBE,Global-E Online Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,United States,Industrials,Military/Government/Technical
GLIBA,GCI Liberty Inc. Series A GCI Group Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
GLIBK,GCI Liberty Inc. Series C GCI Group Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
GLNG,Golar Lng Ltd,Bermuda,Consumer Discretionary,Marine Transportation
GLPG,Galapagos NV American Depositary Shares,Belgium,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Cayman Islands,Finance,Property-Casualty Insurers
GLUE,Monte Rosa Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLXY,Galaxy Digital Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GMAB,Genmab A/S ADS,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
GNTX,Gentex Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
GO,Grocery Outlet Holding Corp. Common Stock,United States,Consumer Staples,Food Chains
GOGO,Gogo Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,United States,Real Estate,Real Estate
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,United States,Real Estate,Real Estate
GOOG,Alphabet Inc. Class C Capital Stock,United States,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
GOSS,Gossamer Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GPCR,Structure Therapeutics Inc. American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GPRE,Green Plains Inc. Common Stock,United States,Industrials,Major Chemicals
GPRO,GoPro Inc. Class A Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
GRAB,Grab Holdings Limited Class A Ordinary Shares,Singapore,Real Estate,Real Estate
GRABW,Grab Holdings Limited Warrant,Singapore,Real Estate,Real Estate
GRAL,GRAIL Inc. Common Stock ,United States,Health Care,Medical Specialities
GRFS,Grifols S.A. American Depositary Shares,Spain,Health Care,Biotechnology: Pharmaceutical Preparations
GRPN,Groupon Inc. Common Stock,United States,Consumer Discretionary,Advertising
GRRR,Gorilla Technology Group Inc. Ordinary shares,Taiwan,Technology,Computer Software: Prepackaged Software
GRVY,GRAVITY Co. Ltd. American Depository Shares,South Korea,Real Estate,Real Estate
GSAT,Globalstar Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
GSBC,Great Southern Bancorp Inc. Common Stock,United States,Finance,Major Banks
GSHD,Goosehead Insurance Inc. Class A Common Stock,United States,Finance,Specialty Insurers
GSM,Ferroglobe PLC Ordinary Shares,United Kingdom,Basic Materials,Metal Mining
GT,The Goodyear Tire & Rubber Company Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
GTLB,GitLab Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
GTM,ZoomInfo Technologies Inc Common Stock,United States,Technology,Computer Software: Prepackaged Software
GTX,Garrett Motion Inc. Common Stock,Switzerland,Consumer Discretionary,Auto Parts:O.E.M.
GYRE,Gyre Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HAFC,Hanmi Financial Corporation Common Stock,United States,Finance,Major Banks
HALO,Halozyme Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,Hasbro Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
HBAN,Huntington Bancshares Incorporated Common Stock,United States,Finance,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,United States,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
HBCP,Home Bancorp Inc. Common Stock,United States,Finance,Banks
HBNB,Hotel101 Global Holdings Corp. Class A Ordinary Shares,Singapore,Consumer Discretionary,Hotels/Resorts
HBNC,Horizon Bancorp Inc. Common Stock,United States,Finance,Major Banks
HBT,HBT Financial Inc. Common Stock,United States,Finance,Major Banks
HCKT,Hackett Group Inc (The). Common Stock,United States,Consumer Discretionary,Professional Services
HCM,HUTCHMED (China) Limited American Depositary Shares,Hong Kong,Health Care,Biotechnology: Pharmaceutical Preparations
HCSG,Healthcare Services Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,Singapore,Consumer Discretionary,Restaurants
HDSN,Hudson Technologies Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
HELE,Helen of Troy Limited Common Stock,Bermuda,Consumer Discretionary,Home Furnishings
HEPS,D-Market Electronic Services & Trading American Depositary Shares,Turkey,Consumer Discretionary,Catalog/Specialty Distribution
HFWA,Heritage Financial Corporation Common Stock,United States,Finance,Banks
HIFS,Hingham Institution for Savings Common Stock,United States,Finance,Banks
HIMX,Himax Technologies Inc. American Depositary Shares,Taiwan,Technology,Semiconductors
HITI,High Tide Inc. Common Shares,Canada,Consumer Discretionary,Other Specialty Stores
HIVE,HIVE Digital Technologies Ltd. Common Shares,Canada,Finance,Finance: Consumer Services
HLIT,Harmonic Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
HLMN,Hillman Solutions Corp. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
HLNE,Hamilton Lane Incorporated Class A Common Stock,United States,Finance,Investment Managers
HNRG,Hallador Energy Company Common Stock,United States,Energy,Coal Mining
HNST,The Honest Company Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
HOLX,Hologic Inc. Common Stock,United States,Health Care,Medical Electronics
HON,Honeywell International Inc. Common Stock,United States,Industrials,Aerospace
HONE,HarborOne Bancorp Inc. Common Stock,United States,Finance,Major Banks
HOOD,Robinhood Markets Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
HOPE,Hope Bancorp Inc. Common Stock,United States,Finance,Major Banks
HPK,HighPeak Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
HQY,HealthEquity Inc. Common Stock,United States,Real Estate,Real Estate
HRMY,Harmony Biosciences Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,China,Industrials,Industrial Machinery/Components
HSIC,Henry Schein Inc. Common Stock,United States,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
HST,Host Hotels & Resorts Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
HSTM,HealthStream Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
HTBK,Heritage Commerce Corp Common Stock,United States,Finance,Major Banks
HTFL,Heartflow Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
HTHT,H World Group Limited American Depositary Shares,China,Consumer Discretionary,Hotels/Resorts
HTLD,Heartland Express Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
HTLM,HomesToLife Ltd Ordinary Shares,Singapore,Consumer Discretionary,Other Specialty Stores
HTO,H2O America Common Stock,United States,Utilities,Water Supply
HTZ,Hertz Global Holdings Inc Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Hertz Global Holdings Inc Warrant,United States,Consumer Discretionary,Rental/Leasing Companies
HUBG,Hub Group Inc. Class A Common Stock,United States,Industrials,Integrated Freight & Logistics
HURN,Huron Consulting Group Inc. Common Stock,United States,Consumer Discretionary,Professional Services
HUT,Hut 8 Corp. Common Stock,United States,Finance,Finance: Consumer Services
HWC,Hancock Whitney Corporation Common Stock,United States,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,United States,Finance,Major Banks
HWKN,Hawkins Inc. Common Stock,United States,Consumer Discretionary,Specialty Chemicals
IAC,IAC Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
IART,Integra LifeSciences Holdings Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
IAS,Integral Ad Science Holding Corp. Common Stock,United States,Technology,Computer Software: Programming Data Processing
IBCP,Independent Bank Corporation Common Stock,United States,Finance,Major Banks
IBEX,IBEX Limited Common Shares,Bermuda,Technology,EDP Services
IBKR,Interactive Brokers Group Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
IBOC,International Bancshares Corporation Common Stock,United States,Finance,Major Banks
IBRX,ImmunityBio Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ICFI,ICF International Inc. Common Stock,United States,Consumer Discretionary,Professional Services
ICHR,Ichor Holdings Ordinary Shares,United States,Technology,Semiconductors
ICLR,ICON plc Ordinary Shares,Ireland,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICUI,ICU Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
IDCC,InterDigital Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
IDXX,IDEXX Laboratories Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IEP,Icahn Enterprises L.P. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
IESC,IES Holdings Inc. Common Stock,United States,Industrials,Engineering & Construction
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Jordan,Finance,Property-Casualty Insurers
IHRT,iHeartMedia Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
IIIV,i3 Verticals Inc. Class A Common Stock,United States,Real Estate,Real Estate
ILMN,Illumina Inc. Common Stock,United States,Health Care,Medical Specialities
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
IMAB,I-MAB American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
IMCR,Immunocore Holdings plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,Consumer Staples,Food Chains
IMNM,Immunome Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Taiwan,Technology,Semiconductors
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Greece,Consumer Discretionary,Marine Transportation
IMTX,Immatics N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMVT,Immunovant Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,International Money Express Inc. Common Stock,United States,Real Estate,Real Estate
INBX,Inhibrx Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INCY,Incyte Corp. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,United States,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,United States,Technology,Semiconductors
INDV,Indivior PLC Ordinary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
INMD,InMode Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INNV,InnovAge Holding Corp. Common Stock,United States,Health Care,Medical/Nursing Services
INOD,Innodata Inc. Common Stock,United States,Technology,EDP Services
INSM,Insmed Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INTA,Intapp Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,United States,Technology,Semiconductors
INTR,Inter & Co. Inc. Class A Common Shares,Brazil,Finance,Commercial Banks
INTU,Intuit Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
INV,Innventure Inc. Common Stock,United States,Finance,Blank Checks
INVA,Innoviva Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INVZ,Innoviz Technologies Ltd. Ordinary shares,Israel,Consumer Discretionary,Auto Parts:O.E.M.
IONS,Ionis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IOSP,Innospec Inc. Common Stock,United States,Industrials,Major Chemicals
IOVA,Iovance Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPAR,Interparfums Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
IPGP,IPG Photonics Corporation Common Stock,United States,Technology,Semiconductors
IPX,IperionX Limited American Depositary Share,United States,Basic Materials,Other Metals and Minerals
IQ,iQIYI Inc. American Depositary Shares,China,Consumer Discretionary,Consumer Electronics/Video Chains
IRDM,Iridium Communications Inc Common Stock,United States,Telecommunications,Telecommunications Equipment
IREN,IREN Limited Ordinary Shares,Australia,Technology,EDP Services
IRMD,iRadimed Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
IRON,Disc Medicine Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IRTC,iRhythm Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc. Common Stock,United States,Health Care,Industrial Specialties
ITIC,Investors Title Company Common Stock,United States,Finance,Specialty Insurers
ITRI,Itron Inc. Common Stock,United States,Industrials,Electrical Products
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,Technology,Electronic Components
IVA,Inventiva S.A. American Depository Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
JACK,Jack In The Box Inc. Common Stock,United States,Consumer Discretionary,Restaurants
JAMF,Jamf Holding Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
JANX,Janux Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,Consumer Staples,Specialty Foods
JCAP,Jefferson Capital Inc. Common Stock,United States,Finance,Finance Companies
JD,JD.com Inc. American Depositary Shares,China,Consumer Discretionary,Other Specialty Stores
JFIN,Jiayin Group Inc. American Depositary Shares,China,Finance,Finance: Consumer Services
JJSF,J & J Snack Foods Corp. Common Stock,United States,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,Technology,EDP Services
JMSB,John Marshall Bancorp Inc. Common Stock,United States,Finance,Major Banks
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
JOYY,JOYY Inc. American Depositary Shares,Singapore,Technology,EDP Services
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,Finance,Investment Bankers/Brokers/Service
KALU,Kaiser Aluminum Corporation Common Stock,United States,Industrials,Metal Fabrications
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
KARO,Karooooo Ltd. Ordinary Shares,Singapore,Technology,Computer Software: Prepackaged Software
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
KDP,Keurig Dr Pepper Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,United States,Consumer Discretionary,Professional Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,Consumer Discretionary,Professional Services
KHC,The Kraft Heinz Company Common Stock,United States,Consumer Staples,Packaged Foods
KIDS,OrthoPediatrics Corp. Common Stock,United States,Health Care,Medical/Dental Instruments
KLAC,KLA Corporation Common Stock,United States,Technology,Electronic Components
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,Technology,Semiconductors
KMB,Kimberly-Clark Corporation Common Stock,United States,Consumer Discretionary,Containers/Packaging
KMDA,Kamada Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
KMTS,Kestra Medical Technologies Ltd. Common Stock,United States,Health Care,Medical/Dental Instruments
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KOD,Kodiak Sciences Inc Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KOPN,Kopin Corporation Common Stock,United States,Technology,Semiconductors
KRKR,36Kr Holdings Inc. American Depositary Shares,China,Real Estate,Real Estate
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,United States,Finance,Savings Institutions
KROS,Keros Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Karat Packaging Inc. Common Stock,United States,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Kazakhstan,,
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,Industrials,Military/Government/Technical
KURA,Kura Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KYIV,Kyivstar Group Ltd. Common Shares,United Arab Emirates,Telecommunications,Telecommunications Equipment
KYIVW,Kyivstar Group Ltd. Warrant,United Arab Emirates,Telecommunications,Telecommunications Equipment
KYMR,Kymera Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LAB,Standard BioTools Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
LAES,SEALSQ Corp Ordinary Shares,Switzerland,Technology,Semiconductors
LAMR,Lamar Advertising Company Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
LAND,Gladstone Land Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LASR,nLIGHT Inc. Common Stock,United States,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRX,LB Pharmaceuticals Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LCID,Lucid Group Inc. Common Stock,United States,Industrials,Auto Manufacturing
LE,Lands' End Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,Industrials,Industrial Machinery/Components
LEGH,Legacy Housing Corporation Common Stock (TX),United States,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LENZ,LENZ Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,United States,Health Care,Medical/Nursing Services
LFUS,Littelfuse Inc. Common Stock,United States,Energy,Electrical Products
LGIH,LGI Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
